file_name,group,cycle,mean
ENCFF586YSA,vanilla,16,34.68711273272215
ENCFF586YSA,vanilla,17,34.69506739642226
ENCFF586YSA,vanilla,18,34.67961885606745
ENCFF586YSA,vanilla,19,34.75270092187271
ENCFF586YSA,vanilla,20,34.76094547253757
ENCFF586YSA,vanilla,21,34.69276920380547
ENCFF586YSA,vanilla,22,34.73533274176791
ENCFF586YSA,vanilla,23,34.61154962959016
ENCFF586YSA,vanilla,24,34.63331343327466
ENCFF586YSA,vanilla,25,34.587513819591535
ENCFF586YSA,vanilla,26,34.55947173498727
ENCFF586YSA,vanilla,27,34.60391310649717
ENCFF586YSA,vanilla,28,34.54678171488583
ENCFF586YSA,vanilla,29,34.549646128871984
ENCFF586YSA,vanilla,30,34.59060862710039
ENCFF586YSA,vanilla,31,34.50040921840548
ENCFF586YSA,vanilla,32,34.48816781101575
ENCFF586YSA,vanilla,33,34.45537497981473
ENCFF586YSA,vanilla,34,34.47975764347165
ENCFF586YSA,vanilla,35,34.48379584699022
ENCFF586YSA,vanilla,36,34.3264092767504
ENCFF586YSA,vanilla,37,34.31379988289669
ENCFF586YSA,vanilla,38,34.32161993981285
ENCFF586YSA,vanilla,39,34.237285114396244
ENCFF586YSA,vanilla,40,34.47364474972671
ENCFF586YSA,vanilla,41,34.57932072271439
ENCFF586YSA,vanilla,42,34.512616399838194
ENCFF586YSA,vanilla,43,34.31470216181711
ENCFF586YSA,vanilla,44,34.39106900067786
ENCFF586YSA,vanilla,45,34.35049906728525
ENCFF586YSA,vanilla,46,34.346747534869706
ENCFF586YSA,vanilla,47,34.33063308143182
ENCFF586YSA,vanilla,48,34.261849014832244
ENCFF586YSA,vanilla,49,34.25407880377294
ENCFF586YSA,vanilla,50,34.07193285464466
ENCFF628ABP,vanilla,1,31.858411800576842
ENCFF628ABP,vanilla,2,31.311867622579317
ENCFF628ABP,vanilla,3,31.647978772146683
ENCFF628ABP,vanilla,4,31.96982388133498
ENCFF628ABP,vanilla,5,32.11644321384425
ENCFF628ABP,vanilla,6,35.461522538112895
ENCFF628ABP,vanilla,7,35.45453593737124
ENCFF628ABP,vanilla,8,35.20777374536465
ENCFF628ABP,vanilla,9,35.25385862381541
ENCFF628ABP,vanilla,10,35.16276397198187
ENCFF628ABP,vanilla,11,35.17422503502266
ENCFF628ABP,vanilla,12,35.25814098063453
ENCFF628ABP,vanilla,13,35.085905562422745
ENCFF628ABP,vanilla,14,34.97963180881747
ENCFF628ABP,vanilla,15,35.13438351874743
ENCFF628ABP,vanilla,16,35.08945364647713
ENCFF628ABP,vanilla,17,35.06150341985991
ENCFF628ABP,vanilla,18,34.99414757313556
ENCFF628ABP,vanilla,19,34.94966150803461
ENCFF628ABP,vanilla,20,35.029147029254226
ENCFF628ABP,vanilla,21,35.03634498557891
ENCFF628ABP,vanilla,22,35.017149204779564
ENCFF628ABP,vanilla,23,34.950128652657604
ENCFF628ABP,vanilla,24,34.94133662958385
ENCFF628ABP,vanilla,25,34.861380140090645
ENCFF628ABP,vanilla,26,34.90626795220437
ENCFF628ABP,vanilla,27,34.85691596209312
ENCFF628ABP,vanilla,28,34.785820189534405
ENCFF628ABP,vanilla,29,34.89950918829831
ENCFF628ABP,vanilla,30,34.947772492789454
ENCFF628ABP,vanilla,31,34.8045452657602
ENCFF628ABP,vanilla,32,34.764478681499796
ENCFF628ABP,vanilla,33,34.74547381953028
ENCFF628ABP,vanilla,34,34.77960570251339
ENCFF628ABP,vanilla,35,34.81239456118665
ENCFF628ABP,vanilla,36,34.795512616398845
ENCFF628ABP,vanilla,37,34.78880184590029
ENCFF628ABP,vanilla,38,34.86233381128966
ENCFF628ABP,vanilla,39,34.76212357643181
ENCFF628ABP,vanilla,40,34.99584105480017
ENCFF628ABP,vanilla,41,35.083443790688094
ENCFF628ABP,vanilla,42,35.023926295838486
ENCFF628ABP,vanilla,43,34.71740374124433
ENCFF628ABP,vanilla,44,34.78038612278533
ENCFF628ABP,vanilla,45,34.65082027194067
ENCFF628ABP,vanilla,46,34.47636252163164
ENCFF628ABP,vanilla,47,34.3619686526576
ENCFF628ABP,vanilla,48,34.27552197775031
ENCFF628ABP,vanilla,49,34.16645392665843
ENCFF628ABP,vanilla,50,33.89486582612278
ENCFF683ZDJ,vanilla,1,32.02349327390067
ENCFF683ZDJ,vanilla,2,31.47871277216424
ENCFF683ZDJ,vanilla,3,31.81653333351729
ENCFF683ZDJ,vanilla,4,32.19325956909021
ENCFF683ZDJ,vanilla,5,32.33383134573898
ENCFF683ZDJ,vanilla,6,35.81312669411455
ENCFF683ZDJ,vanilla,7,35.85844829498155
ENCFF683ZDJ,vanilla,8,35.736618640058786
ENCFF683ZDJ,vanilla,9,35.72682797945565
ENCFF683ZDJ,vanilla,10,35.705614651533025
ENCFF683ZDJ,vanilla,11,35.68826412467062
ENCFF683ZDJ,vanilla,12,35.76212540634173
ENCFF683ZDJ,vanilla,13,35.635733789920394
ENCFF683ZDJ,vanilla,14,35.56065889403994
ENCFF683ZDJ,vanilla,15,35.51718677431277
ENCFF683ZDJ,vanilla,16,35.400669290041726
ENCFF683ZDJ,vanilla,17,35.409808217221936
ENCFF683ZDJ,vanilla,18,35.39148828216418
ENCFF683ZDJ,vanilla,19,35.39807718807123
ENCFF683ZDJ,vanilla,20,35.455675142535426
ENCFF683ZDJ,vanilla,21,35.41985118954715
ENCFF683ZDJ,vanilla,22,35.45734026193165
ENCFF683ZDJ,vanilla,23,35.35003862283675
ENCFF683ZDJ,vanilla,24,35.36975394691934
ENCFF683ZDJ,vanilla,25,35.327620476260364
ENCFF683ZDJ,vanilla,26,35.304291213602134
ENCFF683ZDJ,vanilla,27,35.3569265776338
ENCFF683ZDJ,vanilla,28,35.2975439876945
ENCFF683ZDJ,vanilla,29,35.29123843664691
ENCFF683ZDJ,vanilla,30,35.32913451905471
ENCFF683ZDJ,vanilla,31,35.25031288895542
ENCFF683ZDJ,vanilla,32,35.25809592088001
ENCFF683ZDJ,vanilla,33,35.22365545704725
ENCFF683ZDJ,vanilla,34,35.24908823718613
ENCFF683ZDJ,vanilla,35,35.26834101852189
ENCFF683ZDJ,vanilla,36,35.210426596518374
ENCFF683ZDJ,vanilla,37,35.2302053865707
ENCFF683ZDJ,vanilla,38,35.258255103189974
ENCFF683ZDJ,vanilla,39,35.192689927519446
ENCFF683ZDJ,vanilla,40,35.34503481401625
ENCFF683ZDJ,vanilla,41,35.40662543333202
ENCFF683ZDJ,vanilla,42,35.35371171583526
ENCFF683ZDJ,vanilla,43,35.140570569415644
ENCFF683ZDJ,vanilla,44,35.22551856267515
ENCFF683ZDJ,vanilla,45,35.119173224673155
ENCFF683ZDJ,vanilla,46,35.055885925438176
ENCFF683ZDJ,vanilla,47,35.01669430943075
ENCFF683ZDJ,vanilla,48,34.955279083841134
ENCFF683ZDJ,vanilla,49,34.94397696737177
ENCFF683ZDJ,vanilla,50,34.79207237604001
ENCFF689CZI,vanilla,1,31.93993685615897
ENCFF689CZI,vanilla,2,31.30889233511095
ENCFF689CZI,vanilla,3,31.605984299874095
ENCFF689CZI,vanilla,4,31.97441113409416
ENCFF689CZI,vanilla,5,32.10661382591281
ENCFF689CZI,vanilla,6,35.635929963319526
ENCFF689CZI,vanilla,7,35.811936637941066
ENCFF689CZI,vanilla,8,35.54387521493796
ENCFF689CZI,vanilla,9,35.48929820558765
ENCFF689CZI,vanilla,10,35.39519514417725
ENCFF689CZI,vanilla,11,35.50549124897284
ENCFF689CZI,vanilla,12,35.75029052482147
ENCFF689CZI,vanilla,13,35.48997139003174
ENCFF689CZI,vanilla,14,35.767292397611406
ENCFF689CZI,vanilla,15,35.56195290792405
ENCFF689CZI,vanilla,16,35.62612172082014
ENCFF689CZI,vanilla,17,35.665565644674544
ENCFF689CZI,vanilla,18,35.45668367194911
ENCFF689CZI,vanilla,19,35.429121208927185
ENCFF689CZI,vanilla,20,35.529481283293244
ENCFF689CZI,vanilla,21,35.54585059100435
ENCFF689CZI,vanilla,22,35.72607085766604
ENCFF689CZI,vanilla,23,35.459668305821126
ENCFF689CZI,vanilla,24,35.64225131497783
ENCFF689CZI,vanilla,25,35.47666810316904
ENCFF689CZI,vanilla,26,35.64363845147713
ENCFF689CZI,vanilla,27,35.33440663334989
ENCFF689CZI,vanilla,28,35.53880387235972
ENCFF689CZI,vanilla,29,35.42155385082701
ENCFF689CZI,vanilla,30,35.45767217533453
ENCFF689CZI,vanilla,31,35.377878248937705
ENCFF689CZI,vanilla,32,35.32281054579529
ENCFF689CZI,vanilla,33,35.303041515807976
ENCFF689CZI,vanilla,34,35.30458401396713
ENCFF689CZI,vanilla,35,35.43589426571677
ENCFF689CZI,vanilla,36,35.407937913448436
ENCFF689CZI,vanilla,37,35.37546925373479
ENCFF689CZI,vanilla,38,35.49758277715193
ENCFF689CZI,vanilla,39,35.23932959664822
ENCFF689CZI,vanilla,40,35.53200709623276
ENCFF689CZI,vanilla,41,35.6178524185793
ENCFF689CZI,vanilla,42,35.58567847163263
ENCFF689CZI,vanilla,43,35.242892982352366
ENCFF689CZI,vanilla,44,35.36919282057166
ENCFF689CZI,vanilla,45,35.19070614098092
ENCFF689CZI,vanilla,46,35.16165217637521
ENCFF689CZI,vanilla,47,35.04696918013072
ENCFF689CZI,vanilla,48,35.09814409527109
ENCFF689CZI,vanilla,49,34.91663305191822
ENCFF689CZI,vanilla,50,34.66482930749467
ENCFF779GVO,vanilla,1,31.95843376651667
ENCFF779GVO,vanilla,2,31.41074013588424
ENCFF779GVO,vanilla,3,31.690188865278255
ENCFF779GVO,vanilla,4,32.00928396971271
ENCFF779GVO,vanilla,5,32.13380108620519
ENCFF779GVO,vanilla,6,35.663382043665386
ENCFF779GVO,vanilla,7,35.81505216701348
ENCFF779GVO,vanilla,8,35.59029254122666
ENCFF779GVO,vanilla,9,35.5722081180766
ENCFF779GVO,vanilla,10,35.475958333013544
ENCFF779GVO,vanilla,11,35.57698792385035
ENCFF779GVO,vanilla,12,35.790237216905794
ENCFF779GVO,vanilla,13,35.54990317427373
ENCFF779GVO,vanilla,14,35.77647831304584
ENCFF779GVO,vanilla,15,35.597772755188736
ENCFF779GVO,vanilla,16,35.68226775501646
ENCFF779GVO,vanilla,17,35.71962408201716
ENCFF779GVO,vanilla,18,35.55463987018707
ENCFF779GVO,vanilla,19,35.47753445563759
ENCFF779GVO,vanilla,20,35.58997574907057
ENCFF779GVO,vanilla,21,35.6169600722678
ENCFF779GVO,vanilla,22,35.75745608713679
ENCFF779GVO,vanilla,23,35.534648488893254
ENCFF779GVO,vanilla,24,35.70582664055472
ENCFF779GVO,vanilla,25,35.55556673218604
ENCFF779GVO,vanilla,26,35.70604349621621
ENCFF779GVO,vanilla,27,35.42772607406829
ENCFF779GVO,vanilla,28,35.60907570336432
ENCFF779GVO,vanilla,29,35.4800488709054
ENCFF779GVO,vanilla,30,35.514675559926054
ENCFF779GVO,vanilla,31,35.457846149726095
ENCFF779GVO,vanilla,32,35.40603266976263
ENCFF779GVO,vanilla,33,35.3840580715947
ENCFF779GVO,vanilla,34,35.374950297106956
ENCFF779GVO,vanilla,35,35.4664034570189
ENCFF779GVO,vanilla,36,35.44074100624619
ENCFF779GVO,vanilla,37,35.45086676130152
ENCFF779GVO,vanilla,38,35.559419022781114
ENCFF779GVO,vanilla,39,35.36128447135472
ENCFF779GVO,vanilla,40,35.604813869095274
ENCFF779GVO,vanilla,41,35.657760942433804
ENCFF779GVO,vanilla,42,35.62621628184312
ENCFF779GVO,vanilla,43,35.29853349725967
ENCFF779GVO,vanilla,44,35.42875221938216
ENCFF779GVO,vanilla,45,35.26836035075097
ENCFF779GVO,vanilla,46,35.252212605421164
ENCFF779GVO,vanilla,47,35.162832148002686
ENCFF779GVO,vanilla,48,35.19843991293768
ENCFF779GVO,vanilla,49,35.08671303480517
ENCFF779GVO,vanilla,50,34.898475625537955
ENCFF824HJD,vanilla,1,31.67107354401755
ENCFF824HJD,vanilla,2,31.286922184795998
ENCFF824HJD,vanilla,3,31.64810120692123
ENCFF824HJD,vanilla,4,31.956983062774842
ENCFF824HJD,vanilla,5,32.067890941945485
ENCFF824HJD,vanilla,6,35.35617815638976
ENCFF824HJD,vanilla,7,35.126691408549085
ENCFF824HJD,vanilla,8,34.88652197391734
ENCFF824HJD,vanilla,9,34.76763440775011
ENCFF824HJD,vanilla,10,34.71976269238168
ENCFF824HJD,vanilla,11,34.67370194051192
ENCFF824HJD,vanilla,12,34.817299637031766
ENCFF824HJD,vanilla,13,34.58769284953079
ENCFF824HJD,vanilla,14,34.45158169954916
ENCFF824HJD,vanilla,15,34.330899270708485
ENCFF824HJD,vanilla,16,34.138220610978266
ENCFF824HJD,vanilla,17,34.129666014934486
ENCFF824HJD,vanilla,18,34.08088700542016
ENCFF824HJD,vanilla,19,34.120242648708825
ENCFF824HJD,vanilla,20,34.20759156438147
ENCFF824HJD,vanilla,21,34.18756247499525
ENCFF824HJD,vanilla,22,34.230854896496986
ENCFF824HJD,vanilla,23,34.02875716971433
ENCFF824HJD,vanilla,24,34.042805771951954
ENCFF824HJD,vanilla,25,33.950212117835115
ENCFF824HJD,vanilla,26,33.95702934211017
ENCFF824HJD,vanilla,27,34.066327475948654
ENCFF824HJD,vanilla,28,34.006183138372855
ENCFF824HJD,vanilla,29,33.95385604648367
ENCFF824HJD,vanilla,30,33.97840348263379
ENCFF824HJD,vanilla,31,33.84540687291121
ENCFF824HJD,vanilla,32,33.88898194397823
ENCFF824HJD,vanilla,33,33.83801752140693
ENCFF824HJD,vanilla,34,33.84845068755582
ENCFF824HJD,vanilla,35,33.893176841179944
ENCFF824HJD,vanilla,36,33.914437685844405
ENCFF824HJD,vanilla,37,33.96916481226185
ENCFF824HJD,vanilla,38,34.00617150531588
ENCFF824HJD,vanilla,39,33.88149556603505
ENCFF824HJD,vanilla,40,34.066583824689495
ENCFF824HJD,vanilla,41,34.069868898819884
ENCFF824HJD,vanilla,42,33.994719097922186
ENCFF824HJD,vanilla,43,33.73639703657147
ENCFF824HJD,vanilla,44,33.71931599985366
ENCFF824HJD,vanilla,45,33.56100147470072
ENCFF824HJD,vanilla,46,33.50234827585451
ENCFF824HJD,vanilla,47,33.430603335854954
ENCFF824HJD,vanilla,48,33.2797841241817
ENCFF824HJD,vanilla,49,33.167160031918414
ENCFF824HJD,vanilla,50,32.927985645144894
ENCFF881FED,vanilla,1,31.734411227898402
ENCFF881FED,vanilla,2,31.202746265931168
ENCFF881FED,vanilla,3,31.506921176835124
ENCFF881FED,vanilla,4,31.814207674158602
ENCFF881FED,vanilla,5,31.93184941918802
ENCFF881FED,vanilla,6,35.3348454163012
ENCFF881FED,vanilla,7,35.37816352875697
ENCFF881FED,vanilla,8,35.04257105585489
ENCFF881FED,vanilla,9,34.95920989366755
ENCFF881FED,vanilla,10,34.82173409214313
ENCFF881FED,vanilla,11,34.940888988613
ENCFF881FED,vanilla,12,35.22366822177994
ENCFF881FED,vanilla,13,34.90073676041057
ENCFF881FED,vanilla,14,35.14623436266096
ENCFF881FED,vanilla,15,34.949520887181926
ENCFF881FED,vanilla,16,35.01129608637921
ENCFF881FED,vanilla,17,35.011726389427174
ENCFF881FED,vanilla,18,34.876349747986175
ENCFF881FED,vanilla,19,34.668145238449085
ENCFF881FED,vanilla,20,34.835437252976426
ENCFF881FED,vanilla,21,34.967123487261375
ENCFF881FED,vanilla,22,35.14995701826214
ENCFF881FED,vanilla,23,34.904015708489595
ENCFF881FED,vanilla,24,35.077509623538255
ENCFF881FED,vanilla,25,34.82443470515499
ENCFF881FED,vanilla,26,35.02664537492217
ENCFF881FED,vanilla,27,34.71050862208805
ENCFF881FED,vanilla,28,34.91032873015919
ENCFF881FED,vanilla,29,34.80334470770961
ENCFF881FED,vanilla,30,34.834546632514396
ENCFF881FED,vanilla,31,34.74446487493528
ENCFF881FED,vanilla,32,34.698278982075884
ENCFF881FED,vanilla,33,34.6475271173484
ENCFF881FED,vanilla,34,34.64826183794768
ENCFF881FED,vanilla,35,34.76282978163334
ENCFF881FED,vanilla,36,34.72181393618499
ENCFF881FED,vanilla,37,34.706466881721056
ENCFF881FED,vanilla,38,34.88936112139111
ENCFF881FED,vanilla,39,34.65625964660755
ENCFF881FED,vanilla,40,34.98809750686494
ENCFF881FED,vanilla,41,35.061978111853534
ENCFF881FED,vanilla,42,35.03156714815926
ENCFF881FED,vanilla,43,34.59839515418545
ENCFF881FED,vanilla,44,34.73704209879097
ENCFF881FED,vanilla,45,34.536282803322365
ENCFF881FED,vanilla,46,34.451856859642525
ENCFF881FED,vanilla,47,34.31685942883341
ENCFF881FED,vanilla,48,34.36636331758793
ENCFF881FED,vanilla,49,34.1692989945673
ENCFF881FED,vanilla,50,33.91524370402532
ENCFF987SHZ,vanilla,1,31.95982486388587
ENCFF987SHZ,vanilla,2,31.460377350073717
ENCFF987SHZ,vanilla,3,31.777429329574257
ENCFF987SHZ,vanilla,4,32.09007182840884
