file_name,group,cycle,mean
ENCFF327IXJ,vanilla,1,31.82411113023215
ENCFF327IXJ,vanilla,2,31.309180967480753
ENCFF327IXJ,vanilla,3,31.640016842188412
ENCFF327IXJ,vanilla,4,31.954531310389967
ENCFF327IXJ,vanilla,5,32.08580192232281
ENCFF327IXJ,vanilla,6,35.41805132776817
ENCFF327IXJ,vanilla,7,35.32947933093913
ENCFF327IXJ,vanilla,8,35.10238738726031
ENCFF327IXJ,vanilla,9,35.12095667579775
ENCFF327IXJ,vanilla,10,35.0650349679942
ENCFF327IXJ,vanilla,11,35.08775118699343
ENCFF327IXJ,vanilla,12,35.14034649205709
ENCFF327IXJ,vanilla,13,34.94982029356753
ENCFF327IXJ,vanilla,14,34.87359105361007
ENCFF327IXJ,vanilla,15,35.02022600129208
ENCFF327IXJ,vanilla,16,34.99057909480995
ENCFF327IXJ,vanilla,17,34.932234876589355
ENCFF327IXJ,vanilla,18,34.846133208451
ENCFF327IXJ,vanilla,19,34.77777183771691
ENCFF327IXJ,vanilla,20,34.881143942877614
ENCFF327IXJ,vanilla,21,34.92513252291469
ENCFF327IXJ,vanilla,22,34.8650624740808
ENCFF327IXJ,vanilla,23,34.79589651504936
ENCFF327IXJ,vanilla,24,34.78589628935839
ENCFF327IXJ,vanilla,25,34.74157382774701
ENCFF327IXJ,vanilla,26,34.792259505116135
ENCFF327IXJ,vanilla,27,34.733337235906305
ENCFF327IXJ,vanilla,28,34.63922114047288
ENCFF327IXJ,vanilla,29,34.74611078041115
ENCFF327IXJ,vanilla,30,34.84521605678385
ENCFF327IXJ,vanilla,31,34.702268899502634
ENCFF327IXJ,vanilla,32,34.656145282917734
ENCFF327IXJ,vanilla,33,34.62030513418738
ENCFF327IXJ,vanilla,34,34.636224951829085
ENCFF327IXJ,vanilla,35,34.68427596927217
ENCFF327IXJ,vanilla,36,34.69023801933607
ENCFF327IXJ,vanilla,37,34.68406776935512
ENCFF327IXJ,vanilla,38,34.73051835572846
ENCFF327IXJ,vanilla,39,34.59335890223914
ENCFF327IXJ,vanilla,40,34.832959767763995
ENCFF327IXJ,vanilla,41,34.92387866853614
ENCFF327IXJ,vanilla,42,34.87772401944328
ENCFF327IXJ,vanilla,43,34.58260472766153
ENCFF327IXJ,vanilla,44,34.609056978505755
ENCFF327IXJ,vanilla,45,34.49118479294264
ENCFF327IXJ,vanilla,46,34.38508845675338
ENCFF327IXJ,vanilla,47,34.28633215503841
ENCFF327IXJ,vanilla,48,34.18308164088617
ENCFF327IXJ,vanilla,49,34.129225851771814
ENCFF327IXJ,vanilla,50,33.86918965658298
ENCFF456WPB,vanilla,1,31.908083097872908
ENCFF456WPB,vanilla,2,31.29249264773753
ENCFF456WPB,vanilla,3,31.650379087011814
ENCFF456WPB,vanilla,4,32.01603395758123
ENCFF456WPB,vanilla,5,32.175340883450936
ENCFF456WPB,vanilla,6,35.568134864979896
ENCFF456WPB,vanilla,7,35.52382049710781
ENCFF456WPB,vanilla,8,35.35301901075853
ENCFF456WPB,vanilla,9,35.37134454099319
ENCFF456WPB,vanilla,10,35.28361576832745
ENCFF456WPB,vanilla,11,35.333137454617244
ENCFF456WPB,vanilla,12,35.386152427079914
ENCFF456WPB,vanilla,13,35.22314180700279
ENCFF456WPB,vanilla,14,35.11679376615319
ENCFF456WPB,vanilla,15,35.286494015630126
ENCFF456WPB,vanilla,16,35.26719945463776
ENCFF456WPB,vanilla,17,35.189128298582624
ENCFF456WPB,vanilla,18,35.112875337165654
ENCFF456WPB,vanilla,19,35.07950939833238
ENCFF456WPB,vanilla,20,35.17699642450566
ENCFF456WPB,vanilla,21,35.216509386794385
ENCFF456WPB,vanilla,22,35.17807634814982
ENCFF456WPB,vanilla,23,35.07266288434321
ENCFF456WPB,vanilla,24,35.066103217560304
ENCFF456WPB,vanilla,25,34.98445528516779
ENCFF456WPB,vanilla,26,35.049232916085494
ENCFF456WPB,vanilla,27,34.99188959555505
ENCFF456WPB,vanilla,28,34.842609982667376
ENCFF456WPB,vanilla,29,35.011827719888416
ENCFF456WPB,vanilla,30,35.09015191043444
ENCFF456WPB,vanilla,31,34.96699286054931
ENCFF456WPB,vanilla,32,34.876393532573026
ENCFF456WPB,vanilla,33,34.869904535967756
ENCFF456WPB,vanilla,34,34.91870461724647
ENCFF456WPB,vanilla,35,34.986754870313014
ENCFF456WPB,vanilla,36,35.03677669634066
ENCFF456WPB,vanilla,37,35.040850407419185
ENCFF456WPB,vanilla,38,35.02795301987611
ENCFF456WPB,vanilla,39,34.94380326704545
ENCFF456WPB,vanilla,40,35.115781467939776
ENCFF456WPB,vanilla,41,35.17060598154948
ENCFF456WPB,vanilla,42,35.10914456073597
ENCFF456WPB,vanilla,43,34.83536829258287
ENCFF456WPB,vanilla,44,34.838352945776585
ENCFF456WPB,vanilla,45,34.75592748118026
ENCFF456WPB,vanilla,46,34.68265388471242
ENCFF456WPB,vanilla,47,34.59575055895143
ENCFF456WPB,vanilla,48,34.398983471190924
ENCFF456WPB,vanilla,49,34.441402243754105
ENCFF456WPB,vanilla,50,34.27935344319207
ENCFF486DIS,vanilla,1,31.97135257472385
ENCFF486DIS,vanilla,2,31.31910351848901
ENCFF486DIS,vanilla,3,31.68216447223653
ENCFF486DIS,vanilla,4,32.077577479735695
ENCFF486DIS,vanilla,5,32.244311332196915
ENCFF486DIS,vanilla,6,35.67171120007426
ENCFF486DIS,vanilla,7,35.75293626152362
ENCFF486DIS,vanilla,8,35.554484715302316
ENCFF486DIS,vanilla,9,35.61925240936117
ENCFF486DIS,vanilla,10,35.611242808755776
ENCFF486DIS,vanilla,11,35.58532570031193
ENCFF486DIS,vanilla,12,35.64841523154657
ENCFF486DIS,vanilla,13,35.495348842242436
ENCFF486DIS,vanilla,14,35.50193330887733
ENCFF486DIS,vanilla,15,35.55772353638358
ENCFF486DIS,vanilla,16,35.4535065127171
ENCFF486DIS,vanilla,17,35.47822493342937
ENCFF486DIS,vanilla,18,35.45697008627776
ENCFF486DIS,vanilla,19,35.473206865014376
ENCFF486DIS,vanilla,20,35.49590797108169
ENCFF486DIS,vanilla,21,35.45986585048159
ENCFF486DIS,vanilla,22,35.527127464296605
ENCFF486DIS,vanilla,23,35.37473465022195
ENCFF486DIS,vanilla,24,35.42017520719031
ENCFF486DIS,vanilla,25,35.392471229494866
ENCFF486DIS,vanilla,26,35.35108360382908
ENCFF486DIS,vanilla,27,35.40264216135384
ENCFF486DIS,vanilla,28,35.33002071609047
ENCFF486DIS,vanilla,29,35.324942378065664
ENCFF486DIS,vanilla,30,35.38017053617793
ENCFF486DIS,vanilla,31,35.282287396834164
ENCFF486DIS,vanilla,32,35.264892909936734
ENCFF486DIS,vanilla,33,35.236939055662255
ENCFF486DIS,vanilla,34,35.2895215613941
ENCFF486DIS,vanilla,35,35.342418471238055
ENCFF486DIS,vanilla,36,35.343052690082985
ENCFF486DIS,vanilla,37,35.340571497047705
ENCFF486DIS,vanilla,38,35.35038993872966
ENCFF486DIS,vanilla,39,35.25943512272911
ENCFF486DIS,vanilla,40,35.43382864978243
ENCFF486DIS,vanilla,41,35.50976555874563
ENCFF486DIS,vanilla,42,35.446806470518965
ENCFF486DIS,vanilla,43,35.22272013263266
ENCFF486DIS,vanilla,44,35.25531319425027
ENCFF486DIS,vanilla,45,35.1547772040481
ENCFF486DIS,vanilla,46,35.099533943246726
ENCFF486DIS,vanilla,47,35.04211702438633
ENCFF486DIS,vanilla,48,34.9601749145463
ENCFF486DIS,vanilla,49,34.9253156497311
ENCFF486DIS,vanilla,50,34.73335581328616
ENCFF505MBD,vanilla,1,31.798758623785282
ENCFF505MBD,vanilla,2,31.231589626573918
ENCFF505MBD,vanilla,3,31.542769203079658
ENCFF505MBD,vanilla,4,31.87101680371609
ENCFF505MBD,vanilla,5,31.991656320230657
ENCFF505MBD,vanilla,6,35.44094458421272
ENCFF505MBD,vanilla,7,35.54936568248782
ENCFF505MBD,vanilla,8,35.243289125107694
ENCFF505MBD,vanilla,9,35.1620210478975
ENCFF505MBD,vanilla,10,34.994623412245154
ENCFF505MBD,vanilla,11,35.132301863753014
ENCFF505MBD,vanilla,12,35.407511360016315
ENCFF505MBD,vanilla,13,35.1177748356954
ENCFF505MBD,vanilla,14,35.36852919220228
ENCFF505MBD,vanilla,15,35.15741265305571
ENCFF505MBD,vanilla,16,35.22932579441672
ENCFF505MBD,vanilla,17,35.199023520147335
ENCFF505MBD,vanilla,18,35.115453587899964
ENCFF505MBD,vanilla,19,34.779598360723604
ENCFF505MBD,vanilla,20,34.97827248437793
ENCFF505MBD,vanilla,21,35.1658992727062
ENCFF505MBD,vanilla,22,35.371862567662205
ENCFF505MBD,vanilla,23,35.14907561911925
ENCFF505MBD,vanilla,24,35.314632685905735
ENCFF505MBD,vanilla,25,35.054429480304584
ENCFF505MBD,vanilla,26,35.278358640519706
ENCFF505MBD,vanilla,27,34.97242142773408
ENCFF505MBD,vanilla,28,35.19403369807698
ENCFF505MBD,vanilla,29,35.090023580722466
ENCFF505MBD,vanilla,30,35.16498944728896
ENCFF505MBD,vanilla,31,34.95279355951245
ENCFF505MBD,vanilla,32,34.8676656697191
ENCFF505MBD,vanilla,33,34.832915372181894
ENCFF505MBD,vanilla,34,34.838853587289854
ENCFF505MBD,vanilla,35,34.97473809971015
ENCFF505MBD,vanilla,36,34.8967385738522
ENCFF505MBD,vanilla,37,34.85522761215007
ENCFF505MBD,vanilla,38,35.04554323909615
ENCFF505MBD,vanilla,39,34.773232306504944
ENCFF505MBD,vanilla,40,35.133667418989475
ENCFF505MBD,vanilla,41,35.22597847360253
ENCFF505MBD,vanilla,42,35.20438757887296
ENCFF505MBD,vanilla,43,34.885519645299915
ENCFF505MBD,vanilla,44,34.935872506341866
ENCFF505MBD,vanilla,45,34.77494333610352
ENCFF505MBD,vanilla,46,34.63897863789624
ENCFF505MBD,vanilla,47,34.5022616531956
ENCFF505MBD,vanilla,48,34.587124363361895
ENCFF505MBD,vanilla,49,34.38449477071005
ENCFF505MBD,vanilla,50,34.11004834680004
ENCFF586YSA,vanilla,1,31.825881071460813
ENCFF586YSA,vanilla,2,31.14737513325727
ENCFF586YSA,vanilla,3,31.556113226816336
ENCFF586YSA,vanilla,4,32.02577651001362
ENCFF586YSA,vanilla,5,32.199945973522894
ENCFF586YSA,vanilla,6,35.593869051488475
ENCFF586YSA,vanilla,7,35.62094339141562
ENCFF586YSA,vanilla,8,35.50091433840191
ENCFF586YSA,vanilla,9,35.36281673653892
ENCFF586YSA,vanilla,10,35.33963588635236
ENCFF586YSA,vanilla,11,35.32060234927888
ENCFF586YSA,vanilla,12,35.43045986133664
ENCFF586YSA,vanilla,13,35.291883325779885
ENCFF586YSA,vanilla,14,35.09697086498181
ENCFF586YSA,vanilla,15,34.897575033519615
